ID,MO_MAX_GeneracionTotal MWH,MO_MIN_Confiabilidad,MO_MIN_Vulnerabilidad,MO_MAX_Caudal Remanente instantaneo,MO_MAX_Resiliencia,MO_MAX_BeneficiosTotales,VAR_Diferencia Cereales GarzasySuizas1,VAR_Ano Reemplazo Cereales,VAR_Diferencia Legumbres GarzasySuizas1,VAR_Ano Reemplazo Legumbres,VAR_Diferencia Leguminosas SORPAM1,VAR_Diferencia Leguminosas AsociacionMauleSur1,VAR_Diferencia Leguminosas AsociacionCanalMaule1,VAR_Diferencia Leguminosas CooperativaDeRiego1,VAR_Diferencia Leguminosas ParticularesRiberaNorte1,VAR_Diferencia Leguminosas ParticularesRiberaSur1,VAR_Diferencia Leguminosas AduccionMelado1,VAR_Diferencia Cereales SORPAM1,VAR_Diferencia Cereales AsociacionMauleSur1,VAR_Diferencia Cereales AsociacionCanalMaule1,VAR_Diferencia Cereales CooperativaDeRiego1,VAR_Diferencia Cereales ParticularesRiberaNorte1,VAR_Diferencia Cereales ParticularesRiberaSur1,VAR_Diferencia Cereales AduccionMelado1,VAR_beta,VAR_alpha,REC_GeneracionTotal MWH,REC_Confiabilidad,REC_Vulnerabilidad,REC_Caudal Remanente instantaneo,REC_Resiliencia,REC_BeneficiosTotales
0,749.8711077877778,0.006172839506172839,3730351.741941048,7.590905733718892,3.0,33006372131.529537,0.02593112149452949,17.738293442420755,0.026587698020214726,1.5901849338690588,0.00640386039221815,0.022625623752127504,0.004991367904787948,0.012753608250419095,0.003057109115494094,0.012469632660417795,0.03349787427208128,0.24185299100535373,0.04852593394957071,0.06526416821663897,0.09957329463278168,0.03708229053778995,0.006319706685673638,0.10040833362011967,210335391.30443865,0.6162108195489334,-749.8711077877778,0.006172839506172839,3730351.741941048,-7.590905733718892,-3.0,-33006372131.529537
1,750.9018332289585,0.006172839506172839,3575297.235078713,7.577091608567376,3.3333333333333335,-44681873857.21094,0.05812984197589677,17.53294165426831,0.023231820734791023,18.137351273584763,0.01472700924341911,0.015895907215971894,0.008295576107162306,0.012508656040265445,0.01866584056994879,0.000233412186435503,0.009162219554411445,0.14286326798447535,0.04988933998208346,0.06924188380949046,0.10988187448794559,0.036792837529379556,0.03029264865628361,0.26128255062853695,554323028.8253306,0.7400303270046442,-750.9018332289585,0.006172839506172839,3575297.235078713,-7.577091608567376,-3.3333333333333335,44681873857.21094
2,750.5741720953213,0.0051440329218107,3577113.3710129424,7.624600093532313,3.0,-58169001286.53378,0.05918181491194374,17.53294165426831,0.0101729753726902,18.137351273584763,0.008088510640213565,0.03039478865197728,0.008394554688749374,0.012508656040265445,0.019989101752642784,0.017247936751632966,0.009162219554411445,0.30079939922182336,0.0486641449841454,0.10988062065641396,0.10473342717596634,0.07194523872876454,0.02890202969770323,0.18954294227502583,555706557.6342564,0.7362461711097563,-750.5741720953213,0.0051440329218107,3577113.3710129424,-7.624600093532313,-3.0,58169001286.53378
3,750.4320666557232,0.004629629629629629,3596928.333024959,7.619355796199151,3.0,-51979556652.17737,0.058132077492481726,17.452677809433343,0.0101729753726902,17.995990671708256,0.014902255881537587,0.03039478865197728,0.008295576107162306,0.01265917627888089,0.01936257415249388,0.017247936751632966,0.018489724029632844,0.2960648265076643,0.04531480897677192,0.10247790077669887,0.10154861544580843,0.05578049120648576,0.02890202969770323,0.18954294227502583,549890621.2369809,0.7362461711097563,-750.4320666557232,0.004629629629629629,3596928.333024959,-7.619355796199151,-3.0,51979556652.17737
4,750.7333453661669,0.004629629629629629,3462463.519836308,7.577895093783983,3.0,-7031061106.741676,0.07231273175862066,17.72656738089612,0.00886800371745847,9.898286093755669,0.002853407482948371,0.026864159318587818,0.006470007156633369,0.012027897724893941,0.002810433193916949,0.0019428000587352625,0.008036012401790327,0.13423076556030086,0.114017644000812,0.07104236065281513,0.08916039000526702,0.03462680802082601,0.05532979217479359,0.19809548505995775,451544345.93628556,0.7007098598951584,-750.7333453661669,0.004629629629629629,3462463.519836308,-7.577895093783983,-3.0,7031061106.741676
5,750.5790881885252,0.004629629629629629,3450431.3734918307,7.588225776235092,3.0,-48169699250.83154,0.0572658630577596,17.52109614308409,0.019914238507199023,18.13037439866674,0.01472700924341911,0.025427770948629157,0.008295576107162306,0.012284986990232304,0.019677987387172358,0.008383671440364575,0.028410895359742554,0.14286326798447535,0.11584001740564108,0.06700433077004046,0.09999293797991994,0.035911247195489375,0.030240563387088963,0.17722566479318722,554447540.8692682,0.7362461711097563,-750.5790881885252,0.004629629629629629,3450431.3734918307,-7.588225776235092,-3.0,48169699250.83154
6,750.5142259182835,0.0051440329218107,3654996.4194088196,7.604368746217246,3.0,23204575731.373756,0.0581099703989274,17.738293442420755,0.02806319171182873,1.2948322655028441,0.006570450059149776,0.02262683233269321,0.0016123584332627732,0.013313852456020531,0.0038351732387099336,0.0009445048057955263,0.0342767211329293,0.23323244293546538,0.04934001213439612,0.06761624302455521,0.10259797467407665,0.04629834788822882,0.015122572231762381,0.18521942799935073,583897409.8933334,0.7169587712463312,-750.5142259182835,0.0051440329218107,3654996.4194088196,-7.604368746217246,-3.0,-23204575731.373756
7,750.5425263288301,0.0051440329218107,3705718.900589667,7.599224380201846,3.3333333333333335,-4913209839.335545,0.07628089498302966,17.53294165426831,0.009667808202339843,9.890614125015087,0.0028824962740020095,0.030779643759731478,0.008295575923606649,0.0009671868265781551,0.015732265172952294,0.0019211349972652293,0.011191539279730156,0.3006201842533874,0.04310188992711146,0.008972213714047626,0.08796469876652818,0.00997959439054285,0.029151245302064747,0.2519727484886687,551715629.1156508,0.7253594218183675,-750.5425263288301,0.0051440329218107,3705718.900589667,-7.599224380201846,-3.3333333333333335,4913209839.335545
8,750.6670983445746,0.004629629629629629,3597961.522613478,7.588347117578867,3.0,-41420689817.724,0.025445023473402835,18.74910481529832,0.005145324143258266,9.912453659595725,0.009970405981664238,0.03006243229497893,0.010356805008018222,0.017825802275603937,0.011350541198006565,0.0069704625390802554,0.04571790016969461,0.2795349856221739,0.05301353392595322,0.0817858700246305,0.06280406501533083,0.08793843258170077,0.05149204241102545,0.25526769541923283,612013845.6323526,0.7171439554101849,-750.6670983445746,0.004629629629629629,3597961.522613478,-7.588347117578867,-3.0,41420689817.724
9,751.1352854663025,0.004629629629629629,3558848.165848935,7.6240840996992265,3.0,-62016236925.26074,0.02607351684879755,18.772157886999796,0.017691888304941013,10.476724546001897,0.009428425714619283,0.03136850190451976,0.008546541514665596,0.014829671138936571,0.01778831137656741,0.00013866700218180452,0.044532091006030325,0.2718765332030442,0.05435103645389508,0.08643285896051225,0.10850505773389146,0.08775586331471971,0.04233877532315506,0.32002878032986987,616725184.3339586,0.7258149121746854,-751.1352854663025,0.004629629629629629,3558848.165848935,-7.6240840996992265,-3.0,62016236925.26074
