ID,MO_MAX_GeneracionTotal MWH,MO_MIN_Confiabilidad,MO_MIN_Vulnerabilidad,MO_MAX_Caudal Remanente instantaneo,MO_MAX_Resiliencia,MO_MAX_BeneficiosTotales,VAR_Ano Reemplazo Legumbres,VAR_Diferencia Legumbres GarzasySuizas1,VAR_Diferencia Leguminosas SORPAM1,VAR_Diferencia Leguminosas AsociacionMauleSur1,VAR_Diferencia Leguminosas AsociacionCanalMaule1,VAR_Diferencia Leguminosas CooperativaDeRiego1,VAR_Diferencia Leguminosas ParticularesRiberaNorte1,VAR_Diferencia Leguminosas ParticularesRiberaSur1,VAR_Diferencia Leguminosas AduccionMelado1,VAR_Ano Reemplazo Cereales,VAR_Diferencia Cereales GarzasySuizas1,VAR_Diferencia Cereales SORPAM1,VAR_Diferencia Cereales AsociacionMauleSur1,VAR_Diferencia Cereales AsociacionCanalMaule1,VAR_Diferencia Cereales CooperativaDeRiego1,VAR_Diferencia Cereales ParticularesRiberaNorte1,VAR_Diferencia Cereales ParticularesRiberaSur1,VAR_Diferencia Cereales AduccionMelado1,VAR_beta,VAR_alpha,REC_GeneracionTotal MWH,REC_Confiabilidad,REC_Vulnerabilidad,REC_Caudal Remanente instantaneo,REC_Resiliencia,REC_BeneficiosTotales
0,746.6460441014723,0.0051440329218107,1841753.6728317337,7.377022923876386,3.0,611530349025.4609,19.107801995280568,0.019125538037212744,0.009090893539024982,0.04543165150402979,0.004052079049636096,0.008520095328031217,0.012199579674364719,0.007990300516199485,0.011482433090935426,2.2010570500006468,0.07777486871596749,0.2253833472799757,0.22817905371383612,0.010696768136232535,0.08643326643421476,0.009212427549545248,0.01782389846093953,0.24145846262968645,264614515.76528952,0.6815343430031499,-746.6460441014723,0.0051440329218107,1841753.6728317337,-7.377022923876386,-3.0,-611530349025.4609
1,747.9587788696273,0.006687242798353909,3478646.643335805,7.382809773348709,2.3333333333333335,1177517424169.8723,0.2522393942385788,0.018526619592864335,0.0025429051123005333,0.04861733680209645,0.01904361697300656,0.01153196639203962,0.012343312074492697,0.004579954800698983,0.04934334427355341,1.9383774819707695,0.11846967927910014,0.31924901956862856,0.22928974049100648,0.10814243278740103,0.08356772513362475,0.038276047509182884,0.04283226094528708,0.3172909109967188,262690541.0031292,0.6933050501722293,-747.9587788696273,0.006687242798353909,3478646.643335805,-7.382809773348709,-2.3333333333333335,-1177517424169.8723
2,746.9534487650334,0.004629629629629629,1828172.1280317719,7.3740353218378765,3.0,620643630846.4951,4.379015365138977,0.021692242875213524,0.009090893539024982,0.0024172750744383895,0.007905144292774028,0.011257339096112751,0.007958037813653682,0.011383302092259665,0.04887911369823873,4.988438856795967,0.1219387270937079,0.3068257188998092,0.02790212312038166,0.09964886081900098,0.09717974741568025,0.05224343696388671,0.006661477866172504,0.013260541120744542,264614515.76528952,0.6811668261175703,-746.9534487650334,0.004629629629629629,1828172.1280317719,-7.3740353218378765,-3.0,-620643630846.4951
3,747.98373214141,0.0051440329218107,2245808.704841582,7.377849795818149,3.0,908619626275.6515,18.62601264478572,0.01914399794680944,0.017229064275165167,0.006570099916789635,0.0093148959242451,0.018432856699164692,0.016678653368743208,0.002795285855029529,0.049026658817747495,0.16238648051923077,0.06522085779262211,0.2273255488347193,0.17139543859627732,0.0987543783722744,0.09559813093265024,0.00803163799075677,0.005575871624219666,0.2551742483020624,264614515.76528952,0.6824879018445777,-747.98373214141,0.0051440329218107,2245808.704841582,-7.377849795818149,-3.0,-908619626275.6515
4,747.8319970721416,0.0051440329218107,2259502.2757409965,7.378169068914225,3.0,79508698060.60698,7.900502165658626,0.022244826182389026,0.009090893539024982,0.04883001028341004,0.011470218840342479,0.018757520330299066,0.019052398254588484,0.008679234193430044,0.04892834746603147,16.365977905035678,0.12135341958045928,0.27486094923682763,0.02514283855868249,0.09968467605927872,0.0475291683341479,0.06326498170750111,0.00601622352519177,0.2914721567614079,264614515.76528952,0.6809475992039948,-747.8319970721416,0.0051440329218107,2259502.2757409965,-7.378169068914225,-3.0,-79508698060.60698
5,747.3736877888431,0.006172839506172839,3486102.8550477214,7.383063648197659,2.6666666666666665,642031507313.9829,13.346464820293448,0.007566417162753719,0.005096742010254758,0.008012071786376012,0.014637877715398147,0.0030378196181431423,0.013814922516685101,0.008353056603629137,0.04570921646412223,4.982646929525259,0.044213315765161035,0.28326339200067713,0.0019008997132361517,0.0996472904772173,0.1099652472101901,0.07448902158980186,0.04410618906180087,0.30876407610100315,272348831.41286755,0.6054450540054372,-747.3736877888431,0.006172839506172839,3486102.8550477214,-7.383063648197659,-2.6666666666666665,-642031507313.9829
6,747.5325597494749,0.0036008230452674894,3159300.924007021,7.377269393089525,2.3333333333333335,1216963722090.4194,2.8837777620953355,0.0024508809553974572,0.012601639369100751,0.046669900520763266,0.01057096776559467,0.01042741155670002,0.008532903649423763,0.004207041017948183,0.046432712432449494,0.07122818581266821,0.11268910343576614,0.31756801609389207,0.22144075573184316,0.1086987977280661,0.08928651414451573,0.08473503740400574,0.025519439968067888,0.3210560187349786,453954706.2023058,0.6979150605969322,-747.5325597494749,0.0036008230452674894,3159300.924007021,-7.377269393089525,-2.3333333333333335,-1216963722090.4194
7,747.4259249167224,0.0051440329218107,1861450.442886507,7.37641169012987,3.0,595079569438.2385,18.861390791948878,0.021804459364219774,0.009090893539024982,0.046234138102684924,0.008462518208493315,0.011149300446252655,0.01659954501809846,0.006239038088577018,0.04892834746603147,4.516878637847537,0.06448769151241299,0.1557479087835244,0.22871434119333764,0.08440312165824884,0.03392833601602677,0.0135328952078533,0.00567871613464694,0.32459403573282525,264614515.76528952,0.6821515034399689,-747.4259249167224,0.0051440329218107,1861450.442886507,-7.37641169012987,-3.0,-595079569438.2385
8,748.0469235206369,0.0051440329218107,3434090.213049712,7.379033134252799,2.6666666666666665,1108912706887.7522,13.728910314335607,0.012781175828858574,0.012033623990189457,0.019289889094851864,0.010732539844062094,0.01825637390592665,0.011011849632634726,0.014136241214460488,0.021851991264644103,0.6375133777843592,0.12390338806634894,0.28923886800380827,0.20535889293056814,0.10694810146690881,0.10780264719717879,0.04905669683349814,0.05471646043497172,0.32336987774771664,541857324.7664709,0.6694580645148426,-748.0469235206369,0.0051440329218107,3434090.213049712,-7.379033134252799,-2.6666666666666665,-1108912706887.7522
9,747.9606740721607,0.005658436213991769,2777534.330381525,7.37800520584807,2.3333333333333335,620161922498.3839,7.900502165658626,0.021692242875213524,0.009090893539024982,0.006397053259707259,0.014822587567491635,0.019395698513698233,0.01914488239397442,0.007959760573683519,0.04825050001701526,4.988438856795967,0.12517156285057593,0.2750820154358687,0.030666708696070227,0.0996306703097486,0.10904243946862525,0.05195343015339977,0.057832432984171914,0.013260541120744542,264614515.76528952,0.6974653510900575,-747.9606740721607,0.005658436213991769,2777534.330381525,-7.37800520584807,-2.3333333333333335,-620161922498.3839
10,747.6324690101231,0.0051440329218107,2319528.500371646,7.378093429377165,3.0,650666280462.8214,8.827739378676544,0.019315771282479927,0.008763348231752687,0.006184855082487329,0.016349212728852425,0.018421633539398803,0.01659954501809846,0.01427706233708187,0.048386232882848774,4.988438856795967,0.07565810009323727,0.31728477532689336,0.19022498809477273,0.002539388354867108,0.10285022552082716,0.005477116870454034,0.03256289762218886,0.3297051460290054,264614515.76528952,0.6809433864263424,-747.6324690101231,0.0051440329218107,2319528.500371646,-7.378093429377165,-3.0,-650666280462.8214
11,748.2461191112916,0.005658436213991769,3458580.0895520076,7.380569967489727,2.3333333333333335,612801310317.8,18.78676109229045,0.018730868866215077,0.008864285655193321,0.045941500540980965,0.005681230433010092,0.01825818477211039,0.016953241403112617,0.01588365391241875,0.0012371389545602603,5.991620207328854,0.10940268330856778,0.2828467395484956,0.08549958612268614,0.1089554512474223,0.07354339527209328,0.00803163799075677,0.0400650219487719,0.3247440750935032,548310707.2172978,0.6923283940623239,-748.2461191112916,0.005658436213991769,3458580.0895520076,-7.380569967489727,-2.3333333333333335,-612801310317.8
12,746.9839693452268,0.004629629629629629,1852863.333295664,7.3757088882968995,3.0,860795068239.3254,0.4956100933451153,0.019027357292014623,0.009090893539024982,0.006699416653341164,0.010598982117976425,0.01844254508929439,0.014891068957506188,0.0035522173868862386,0.021645226950657927,0.5830028611982144,0.10620401801895142,0.30660984784054307,0.22751397501154227,0.002539388354867108,0.09559813093265024,0.05259931822506865,0.005575871624219666,0.2304326291782156,264614515.76528952,0.6811668261175703,-746.9839693452268,0.004629629629629629,1852863.333295664,-7.3757088882968995,-3.0,-860795068239.3254
13,747.4592226861286,0.005658436213991769,2640558.349822632,7.378028946935835,2.3333333333333335,1043115081739.4473,17.219617298657365,0.014666162594985255,0.011832523049286281,0.04281332655490338,0.015224469064207963,0.01638994249861341,0.018049634884935398,0.019067548429049033,0.04725972512178681,1.9996360413778085,0.013028226592572904,0.3181493698749731,0.22069091828879875,0.10807880353804211,0.10057427431775545,0.05697001944068054,0.05883820880515684,0.313105160315798,265504729.0405081,0.676012575752028,-747.4592226861286,0.005658436213991769,2640558.349822632,-7.378028946935835,-2.3333333333333335,-1043115081739.4473
