ID,MO_MAX_GeneracionTotal MWH,MO_MAX_BeneficiosTotalesSumados,MO_MIN_Confiabilidad,MO_MIN_Vulnerabilidad,MO_MAX_Caudal Remanente instantaneo,MO_MAX_Resiliencia,VAR_Ano Reemplazo Legumbres,VAR_Diferencia Legumbres GarzasySuizas1,VAR_Diferencia Leguminosas SORPAM1,VAR_Diferencia Leguminosas AsociacionMauleSur1,VAR_Diferencia Leguminosas AsociacionCanalMaule1,VAR_Diferencia Leguminosas CooperativaDeRiego1,VAR_Diferencia Leguminosas ParticularesRiberaNorte1,VAR_Diferencia Leguminosas ParticularesRiberaSur1,VAR_Diferencia Leguminosas AduccionMelado1,VAR_Ano Reemplazo Cereales,VAR_Diferencia Cereales GarzasySuizas1,VAR_Diferencia Cereales SORPAM1,VAR_Diferencia Cereales AsociacionMauleSur1,VAR_Diferencia Cereales AsociacionCanalMaule1,VAR_Diferencia Cereales CooperativaDeRiego1,VAR_Diferencia Cereales ParticularesRiberaNorte1,VAR_Diferencia Cereales ParticularesRiberaSur1,VAR_Diferencia Cereales AduccionMelado1,VAR_beta,VAR_alpha,REC_GeneracionTotal MWH,REC_BeneficiosTotalesSumados,REC_Confiabilidad,REC_Vulnerabilidad,REC_Caudal Remanente instantaneo,REC_Resiliencia
0,278.09124462616916,22598694708.812225,0.012533875338753388,3971962.9668721748,42.37391868340867,7.5,18.622627496774548,0.018160074552282638,0.013603544312352533,0.044407598539878745,0.016045678152850847,0.013814465736628968,0.007026210621880249,0.00649987229658301,0.03826835406154298,0.5484654958459577,0.08592935120495031,0.2915945455765571,0.21657869020742748,0.10819491606282172,0.10729953571777526,0.07342593968244872,0.04059277286597483,0.2108334149332455,265764778.65155098,0.6315282301533954,-278.09124462616916,-22598694708.812225,0.012533875338753388,3971962.9668721748,-42.37391868340867,-7.5
1,279.7626907573861,22449955382.240593,0.012195121951219511,3983630.4777473686,40.72106529202285,7.166666666666667,0.765242325714393,0.024652930313645446,0.008969126687252313,0.040864804497305646,0.016629065192129554,0.01684774468222693,0.011147984582764984,0.005600817573820061,0.025187193634967,0.058896303754790935,0.09668080150591478,0.1483561460527795,0.19857865883199946,0.10771830183072915,0.10752221172999882,0.07150569891712144,0.02932460521910074,0.0743366226792663,517634431.70138234,0.6879222139178144,-279.7626907573861,-22449955382.240593,0.012195121951219511,3983630.4777473686,-40.72106529202285,-7.166666666666667
2,279.6554793153126,22557671733.266975,0.012533875338753388,4380734.002379242,42.8730182148658,7.166666666666667,0.25069178798106684,0.02504296345681242,0.018962002997924627,0.004794764369273969,0.01842068841479959,0.01890667376224945,0.01998199679091139,0.018135822310632703,0.03453963557481868,2.030553408943633,0.09077082383664933,0.25027667732604497,0.23467857339176657,0.10995438989329237,0.10752221172999882,0.06793014554393466,0.053532443921101305,0.1969776836375216,442054488.4371805,0.6810844893569641,-279.6554793153126,-22557671733.266975,0.012533875338753388,4380734.002379242,-42.8730182148658,-7.166666666666667
3,278.5637135536731,22753027043.325706,0.011856368563685637,3956623.5518573625,41.866400616428145,7.166666666666667,18.516936946574393,0.01281122301169642,0.008938082516328851,0.045760815894434065,0.01317309188430094,0.018495274435995333,0.0076602819965764886,0.013235178262358734,0.015145567588627982,0.40146543826904857,0.12668348623909284,0.26814208288459784,0.21233671584615527,0.10574374338038697,0.10518090743170008,0.07078759771054705,0.04565543899721978,0.07351614478387905,478646030.71756184,0.6467040393153439,-278.5637135536731,-22753027043.325706,0.011856368563685637,3956623.5518573625,-41.866400616428145,-7.166666666666667
4,278.9862163703857,23037556334.222237,0.01151761517615176,3965868.7479509194,42.765727296063716,7.166666666666667,2.731450354829029,0.009741266609549153,0.008938082516328851,0.045760815894434065,0.01317309188430094,0.018495274435995333,0.0077497039373042535,0.013235178262358734,0.015145567588627982,0.40146543826904857,0.12668348623909284,0.26814208288459784,0.21233671584615527,0.09541963826305712,0.10710667838449162,0.07078759771054705,0.04565543899721978,0.07351614478387905,478646030.71756184,0.6467040393153439,-278.9862163703857,-23037556334.222237,0.01151761517615176,3965868.7479509194,-42.765727296063716,-7.166666666666667
5,276.03494402948394,19366051191.41897,0.03556910569105691,4342372.091814862,33.31194232540703,18.333333333333332,14.485354033020982,0.019193494483359268,0.013718869548208997,0.02270761189588763,0.009708696552025302,0.012451831561155723,0.014690915225528465,0.005940235285206993,0.021646355505044092,0.9932756266866871,0.10255931032871705,0.00779073646192819,0.06980729683116461,0.10198837270883808,0.10034785396348582,0.01684448018442737,0.027451471725400245,0.09190810697327885,552026707.0791101,0.6667957360776923,-276.03494402948394,-19366051191.41897,0.03556910569105691,4342372.091814862,-33.31194232540703,-18.333333333333332
6,275.71973995061967,17930979808.29995,0.03218157181571816,4372578.824754235,33.93874619833714,17.333333333333332,0.9265199192738134,0.018842934844557103,0.014525053290649402,0.010925009144972953,0.011527138393601533,0.008805131758532595,0.008506741922018588,0.002010864561363424,0.019134782413178123,0.20949011066994405,0.0030098637750058596,0.02901794759462325,0.018347169924470583,0.03563637990685142,0.10826296919852214,0.06898396616580359,0.04012700122292871,0.3298449533655538,536797562.00894046,0.6243788174420599,-275.71973995061967,-17930979808.29995,0.03218157181571816,4372578.824754235,-33.93874619833714,-17.333333333333332
7,276.392522511341,20533339330.55406,0.022357723577235773,4335839.8491541715,36.445559015432174,12.5,4.9314323100048885,0.020697449817409348,0.003979415435303323,0.04271080905240543,0.0036086227642718113,0.01742874197547555,0.0008212177215429811,0.013008519040412567,0.013977613153284708,0.44828754305142965,0.018493915086208568,0.11962014844550796,0.08177686701704956,0.08795710133895682,0.09816918038521127,0.0031504282054771147,0.027767596130784347,0.03844818910260117,412474409.76426375,0.6337225491873633,-276.392522511341,-20533339330.55406,0.022357723577235773,4335839.8491541715,-36.445559015432174,-12.5
8,279.58044473709305,22424968483.981983,0.012195121951219511,3994668.4331321814,40.838101926639155,7.166666666666667,0.765242325714393,0.015001266181431515,0.008969126687252313,0.040864804497305646,0.01669460003253557,0.01684774468222693,0.011163173289753567,0.005600817573820061,0.025187193634967,0.058896303754790935,0.09823821846884939,0.15581604691179557,0.18705406820026121,0.10771830183072915,0.10752221172999882,0.07150569891712144,0.04539337561410367,0.0743366226792663,517634431.70138234,0.6879237208588551,-279.58044473709305,-22424968483.981983,0.012195121951219511,3994668.4331321814,-40.838101926639155,-7.166666666666667
9,277.6604786405081,22201903261.055466,0.017953929539295397,4397541.06587974,38.90614379354208,9.5,0.42397488609019773,0.004585217315194441,0.018962002997924627,0.003663195748160007,0.008874813074971115,0.015920962338461353,0.01978866546028814,0.005600817573820061,0.005438050284583041,1.990699065237584,0.09077082383664933,0.20415188242308224,0.23467857339176657,0.10995438989329237,0.060390405032284655,0.06844687529387204,0.01794305802581798,0.012542329562276966,306316128.22750366,0.683446587682413,-277.6604786405081,-22201903261.055466,0.017953929539295397,4397541.06587974,-38.90614379354208,-9.5
10,279.4752648337955,23385869365.466972,0.010501355013550135,3856424.259295826,43.83393249496366,6.5,13.974301428473588,0.02748510017270526,0.019514817467546942,0.049089510908313067,0.010693017432565993,0.018396461472308986,0.019011260707023386,0.01588563403473388,0.02166018176164676,0.6320662443311752,0.04426452716931925,0.30661596737735364,0.234493752060551,0.10875075976513052,0.10845755841830121,0.06455340248734573,0.05421801849861895,0.07857946894921003,589548129.9535351,0.6408353189472544,-279.4752648337955,-23385869365.466972,0.010501355013550135,3856424.259295826,-43.83393249496366,-6.5
11,279.02149957942845,22499883645.91993,0.009485094850948509,3850297.9305552896,43.6447241199882,6.0,3.714557182647302,0.02100522322082389,0.017777621284827842,0.04539919774773313,0.011199477739211256,0.017279197815047234,0.019461303074882384,0.017295457200174596,0.03056475037752341,0.71316366281081,0.048338829477308026,0.2920830386287589,0.23653651699860334,0.08169554149926224,0.10669916852644722,0.08424518949541501,0.05579017049649937,0.3295924028212195,374400367.675656,0.692279457103122,-279.02149957942845,-22499883645.91993,0.009485094850948509,3850297.9305552896,-43.6447241199882,-6.0
12,275.9539496499657,19166468351.501945,0.034552845528455285,4883624.926330812,33.097966159208994,18.666666666666668,0.6855792612478027,0.007565950223554182,0.002012283715686571,0.02511425483531759,0.0015842013887121544,0.01593689999340401,0.00780921897360536,0.01248839200020775,0.0025915806972115207,0.8803922210970386,0.008593429078034297,0.006120134391625162,0.05088566527365709,0.08214651206564105,0.09410793806813503,0.0163813619023038,0.01191855771084685,0.018036285245144612,299594830.0145499,0.6521808788621863,-275.9539496499657,-19166468351.501945,0.034552845528455285,4883624.926330812,-33.097966159208994,-18.666666666666668
13,279.96761982391394,23459252686.232124,0.01016260162601626,4007401.8977957144,44.01627234152601,6.166666666666667,0.765242325714393,0.02512346869775605,0.017238736856879062,0.04786960948510695,0.016629065192129554,0.01684774468222693,0.011163173289753567,0.005717211069070049,0.024832998720986998,0.058896303754790935,0.09823821846884939,0.3005524809854318,0.18705406820026121,0.10799126145755066,0.10751661554182386,0.07150569891712144,0.04721651514540783,0.06633382489892711,496482920.8166808,0.6839530852877366,-279.96761982391394,-23459252686.232124,0.01016260162601626,4007401.8977957144,-44.01627234152601,-6.166666666666667
14,279.0860634106338,22759052192.096977,0.012195121951219511,4000734.5873903055,42.0742797418812,7.5,4.539763603432285,0.014462988272602678,0.011933496405838271,0.043850127674335534,0.013802700535674632,0.008214495895837311,0.019670490033053743,0.004204683094499246,0.017112930984754082,0.5028143572087296,0.04307563624995488,0.2295066595669018,0.23915373753363345,0.10874578200185064,0.10852950417493937,0.046706507465317994,0.010463783150549869,0.1982320996754491,205153762.87249297,0.648077088209413,-279.0860634106338,-22759052192.096977,0.012195121951219511,4000734.5873903055,-42.0742797418812,-7.5
15,279.7974709907434,22451070955.036697,0.012533875338753388,4036341.169870739,42.51075037978856,7.166666666666667,3.7441194172250443,0.025853184752796857,0.01597229030374337,0.04315281147875165,0.019100338774917812,0.017250227094204363,0.0074353704459905745,0.01549567856209808,0.03173607868687809,0.5707455037037962,0.03944242342070032,0.2422530310637074,0.18986616270457152,0.10764482339462769,0.10776265821333833,0.07376968496708182,0.01282742463916695,0.3062936462885571,485080918.3868155,0.648111959874182,-279.7974709907434,-22451070955.036697,0.012533875338753388,4036341.169870739,-42.51075037978856,-7.166666666666667
16,279.90817179829276,23194628135.71039,0.011856368563685639,4386273.894924785,43.0948100459561,6.833333333333333,0.25069178798106684,0.02504296345681242,0.018962002997924627,0.04996531219444896,0.013235950035784682,0.01890667376224945,0.01978866546028814,0.018135822310632703,0.03453963557481868,2.030553408943633,0.09077082383664933,0.25027667732604497,0.23467857339176657,0.10995438989329237,0.10752221172999882,0.06793014554393466,0.02172400444150439,0.010568417510017247,585261133.894485,0.6844988206029339,-279.90817179829276,-23194628135.71039,0.011856368563685639,4386273.894924785,-43.0948100459561,-6.833333333333333
17,274.58242651182496,21114046939.00792,0.01761517615176152,4329038.765804014,38.41187996137036,10.5,18.769708772447345,0.012805026593439652,0.016545460305053494,0.02500461595874728,0.00977530883793698,0.012289520071643283,0.005016314118192564,0.015994707748173017,0.02149491896036256,0.9524111117290646,0.01433192969775807,0.30077616987760514,0.0728184453241445,0.0772169941778825,0.10784060714886362,0.016808625209686782,0.01191855771084685,0.08371104588632601,191606809.4610973,0.744071519577332,-274.58242651182496,-21114046939.00792,0.01761517615176152,4329038.765804014,-38.41187996137036,-10.5
18,275.05835802275953,20704321823.97547,0.019986449864498643,4110877.581271025,36.71600803511534,11.5,20.88816969832051,0.014967604445602288,0.007130189152258444,0.04936021575009845,0.013572387980716409,0.01885091055060127,0.014089630912712214,0.018146091284218485,0.03378379245486088,0.7421501226166032,0.05736732637090976,0.24568668779493713,0.09490112127107045,0.10727763655233305,0.056865550682212725,0.08520061349110211,0.05649962147696536,0.2264889362671344,544107703.9872905,0.7445746080109263,-275.05835802275953,-20704321823.97547,0.019986449864498643,4110877.581271025,-36.71600803511534,-11.5
19,273.6343452436497,19159378821.940796,0.030826558265582657,4510062.067217771,33.882878239711715,17.833333333333332,26.060638671408483,0.014357130948206395,0.019019823736017686,0.04866778642836734,0.005675870713591982,0.005269343481639464,0.007116059947528708,0.013778319148808841,0.0084615711972221,3.1614714069398198,0.042251713258326114,0.25357720872367046,0.0034443242017494907,0.10716780258057518,0.03944364416715026,0.005453477462577072,0.011961652231217756,0.23927933826748224,486255277.9499903,0.6301956368796608,-273.6343452436497,-19159378821.940796,0.030826558265582657,4510062.067217771,-33.882878239711715,-17.833333333333332
20,277.5759642982253,21033823510.25495,0.01592140921409214,4198211.283995963,38.06755961012662,9.5,23.543674177600938,0.02056773861405973,0.01859597283056729,0.04245875389533372,0.011813547513315946,0.017279197815047234,0.007320869022792977,0.01308463965135996,0.01798513828488703,0.71316366281081,0.09502728691162292,0.11060618522597518,0.23653651699860334,0.10786797565425922,0.09773961190650107,0.07823108904086354,0.016838901465873475,0.32935876577847356,172335184.2814005,0.6893629455574535,-277.5759642982253,-21033823510.25495,0.01592140921409214,4198211.283995963,-38.06755961012662,-9.5
21,280.3978431859045,22905004375.58978,0.010162601626016258,3846827.9757356015,44.22596580312647,6.666666666666667,0.4068253610936452,0.025738855914705643,0.0188751431865968,0.04419081771008388,0.01688257982787895,0.017279197815047234,0.001873283534581824,0.015497197740143288,0.030946209588555526,0.71316366281081,0.025801208610703952,0.25850334592743374,0.23611923328798312,0.10525357507443352,0.10773447840142408,0.08424518949541501,0.05270965326579901,0.32935876577847356,327007849.7695705,0.6928671546100006,-280.3978431859045,-22905004375.58978,0.010162601626016258,3846827.9757356015,-44.22596580312647,-6.666666666666667
22,275.7044317114307,21953741612.932068,0.014905149051490513,4295233.546589136,40.006548095566984,8.833333333333334,0.13452200707452455,0.012805026593439652,0.017204110957586276,0.02500461595874728,0.00976355375231076,0.011028274282646163,0.017613811847019434,0.015994707748173017,0.04471409004390409,0.9720774438075848,0.07576806613540457,0.30077616987760514,0.0728184453241445,0.1061662851517321,0.10786508212178739,0.019223737072262204,0.04557827278787138,0.08415957703469035,175479089.67908674,0.7437106594938411,-275.7044317114307,-21953741612.932068,0.014905149051490513,4295233.546589136,-40.006548095566984,-8.833333333333334
23,280.1351518008803,21213845957.1436,0.01897018970189702,4241968.06348322,37.30632174267639,10.666666666666666,0.7164216571042841,0.01677324799015406,0.011951474196407593,0.04366820513116382,0.013802700535674632,0.01624192271845834,0.007252374171713729,0.005852612665114503,0.041169619174018415,0.04044442376871299,0.01018465428671636,0.012685960528679353,0.2166305191439455,0.10845134792678776,0.10767538600101943,0.045500480615107974,0.009424134663905103,0.198666472859197,536966176.4825261,0.6240572439684539,-280.1351518008803,-21213845957.1436,0.01897018970189702,4241968.06348322,-37.30632174267639,-10.666666666666666
24,276.23129519938516,19582673459.51646,0.03387533875338753,4379220.795703462,32.57379424485597,17.666666666666668,17.459173803011645,0.008482179440228175,0.00026346047380788765,0.0038211940277803336,0.0056950515573185095,0.0014430594788589456,0.019872900219828033,0.0026609875155885736,0.010996417620449108,0.5559381621264352,0.0873372664106339,0.0062742711580180705,0.12853843419453348,0.10333340766089252,0.07351869881003999,0.004685120443697982,0.013585773564396275,0.003103784570076558,276885399.8521057,0.6534561719976192,-276.23129519938516,-19582673459.51646,0.03387533875338753,4379220.795703462,-32.57379424485597,-17.666666666666668
25,280.43978593865177,21916320037.18801,0.014905149051490513,3921806.0605803165,38.423921930607825,8.166666666666666,0.6285054726002066,0.0025306254160758594,0.009752349834819742,0.04416547527422072,0.017340750817459723,0.016873731292644478,0.001406247196903963,0.002329170445351544,0.030134063515965242,0.7066625270493267,0.0059907563415512385,0.028528738255781866,0.2347714878695409,0.10791208826129522,0.10790130319429536,0.06733958696073378,0.041189363941770814,0.07256822797771145,557032574.2097728,0.6141394372503622,-280.43978593865177,-21916320037.18801,0.014905149051490513,3921806.0605803165,-38.423921930607825,-8.166666666666666
26,280.57842191823426,23194115693.31804,0.010501355013550135,3872116.8462279527,43.987480281336445,6.5,3.964277396973504,0.021459631518063405,0.015818794660651163,0.045794198688439175,0.01890517683006387,0.017136526287050594,0.006377096662848908,0.0014075763885019413,0.002166218657688155,0.8543646500325177,0.038891868854587994,0.2516551200162159,0.23964571283829111,0.10757356553576639,0.10734553334297019,0.06912797319348178,0.05251575423603892,0.20496322801043082,487121667.43746877,0.7127487317130005,-280.57842191823426,-23194115693.31804,0.010501355013550135,3872116.8462279527,-43.987480281336445,-6.5
27,275.5070154352812,21259661754.377007,0.01524390243902439,3986918.2331845732,37.93223768903827,9.5,16.682229710038566,0.021896936694410098,0.017032098110999285,0.041186799588563916,0.01443210889045627,0.018353459379984453,0.019258640621623725,0.017669859484015754,0.021471392178324483,0.9889019591070536,0.03129502390144706,0.263322048845058,0.2229777959480073,0.09694447885817985,0.01983150039996484,0.0391143858530689,0.054416381772576586,0.2845215215063072,261747773.82907358,0.6402437304235524,-275.5070154352812,-21259661754.377007,0.01524390243902439,3986918.2331845732,-37.93223768903827,-9.5
